HUMIDITY,HUMIDITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2
HURRICANES,HURRICANES,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,6,7,8,10,10,11,11,12,12,12
LIDAR,LIDAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,5,7,7,8,9,9
LIGHTNING,LIGHTNING,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,3,3,3,3,4,4,5,5,5,5,5,6,7,7,9,9,12,12,12,13,13,13
NATURAL_HAZARDS,NATURAL_HAZARDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
OCEAN_CIRCULATION,OCEAN_CIRCULATION,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,5,5,5
OSCILLATIONS,OSCILLATIONS,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Others,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,5,5,7,7,7,8,8
PRECIPITATION,PRECIPITATION,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,4,7,9,9,15,15,15,18,18,18,18,19,21,22,23,27,30,39,41,42,42,42
RADAR,RADAR,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,5,6,6,7,7,7,7
SEA_SURFACE_TEMPERATURE,SEA_SURFACE_TEMPERATURE,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,7,8,10,12,13,13,13
STORM_SURGE,STORM_SURGE,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,8,9,9,10,10,12,12,13,13,13
STORMS,STORMS,0,0,0,1,3,3,7,9,11,11,11,11,12,13,15,15,15,15,15,15,16,16,18,19,19,19,19,19,19,19,19,19,19,19,20,21,23,23,24,24,24
SURFACE_WINDS,SURFACE_WINDS,0,1,1,1,2,2,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,11,11,12,12
TIDES,TIDES,0,0,2,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,7,7,7,7
TORNADOES,TORNADOES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,6,6,6
TROPICAL_CYCLONES,TROPICAL_CYCLONES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,4,4,4,5,6,10,13,14,14
TROPOPAUSE,TROPOPAUSE,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,7,10,10
TURBULENCE,TURBULENCE,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TYPHOONS,TYPHOONS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
VORTICITY,VORTICITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,3,4,5,5,8,9,10,10,10
WATER_VAPOR,WATER_VAPOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
WIND_PROFILES,WIND_PROFILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,4,4,4
WIND_SHEAR,WIND_SHEAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,5,5,5,5,5,5,5
